 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
84,496,24.758,6.493,24,0,40,355.986,342.433,355.939,342.468,83.255,342,331,28,23,30.073,21.000,148.850,0.899,31.385,12280,24,-0.163,0.071,99.798,12280,343,334,149.349,22.361,1.432,0.698,0.954
85,839,74.889,31.431,44,12,154,154.047,356.836,156.433,352.580,132.024,138,334,32,47,49.486,21.587,66.742,0.605,48.765,62832,73,0.313,-0.919,100.000,62832,146,381,74.539,23.652,2.292,0.436,0.858
86,591,29.719,7.027,28,8,48,409.977,354.879,410.055,354.984,90.912,398,339,25,31,29.904,25.163,93.388,0.899,31.064,17564,28,0.104,0.011,100.000,17564,408,370,86.309,25.000,1.188,0.841,0.948
87,501,96.719,20.366,89,48,162,746.418,361.250,745.989,360.427,86.083,732,348,28,25,29.911,21.326,35.182,0.850,31.401,48456,93,0.444,-0.135,100.000,48456,733,369,37.235,22.465,1.403,0.713,0.934
88,760,92.613,25.160,93,28,174,124.737,376.489,124.686,377.438,113.983,112,354,24,42,42.471,22.784,85.133,0.735,42.579,70386,93,-0.112,-0.360,100.000,70386,119,396,80.538,24.000,1.864,0.536,0.922
89,2071,33.241,12.265,28,4,81,262.781,385.112,259.038,388.627,284.635,221,354,78,57,67.230,39.222,33.130,0.321,81.345,68843,32,0.798,0.547,100.000,68843,222,403,20.886,51.085,1.714,0.583,0.716
90,686,53.427,11.941,52,16,89,90.385,371.717,90.202,371.415,98.811,76,355,28,33,33.308,26.223,112.312,0.883,34.176,36651,52,0.228,-0.113,100.000,36651,84,356,110.556,26.785,1.270,0.787,0.950
91,1477,77.466,18.817,65,32,142,544.241,376.165,541.591,375.052,201.622,516,356,58,44,61.758,30.451,155.417,0.457,62.266,114417,73,0.328,-0.466,100.000,114417,517,363,150.141,36.277,2.028,0.493,0.811
92,1074,68.891,21.055,73,24,117,673.679,395.809,673.002,398.980,139.882,656,371,32,48,50.287,27.193,72.639,0.690,49.930,73989,73,-0.208,-1.019,100.000,73989,659,417,57.265,29.262,1.849,0.541,0.904
93,943,59.293,16.410,60,20,117,59.938,391.913,60.977,392.336,139.196,40,375,38,38,38.963,30.816,139.996,0.612,43.566,55913,56,0.418,-0.245,100.000,55913,45,376,121.866,34.648,1.264,0.791,0.871
94,458,28.227,6.947,24,8,56,441.635,400.939,441.590,401.388,80.326,429,388,25,26,28.409,20.527,48.920,0.892,28.601,12928,28,0.176,0.383,100.000,12928,430,410,36.469,21.213,1.384,0.723,0.941
95,424,25.934,6.537,24,12,48,474.267,404.623,474.272,404.567,76.669,462,393,25,23,25.186,21.435,33.705,0.906,26.077,10996,24,0.309,-0.041,100.000,10996,467,416,57.529,21.913,1.175,0.851,0.942
96,1570,55.243,36.703,32,8,162,102.915,420.343,111.453,424.885,228.007,74,396,61,49,66.445,30.085,143.681,0.380,68.964,86732,36,1.077,-0.353,100.000,86732,74,404,150.461,36.938,2.209,0.453,0.799
97,715,33.910,11.311,32,12,93,359.662,418.224,360.620,418.712,100.569,345,402,29,33,31.641,28.772,98.775,0.888,33.377,24246,32,1.479,3.279,100.000,24246,357,402,98.616,29.000,1.100,0.909,0.948
98,771,110.265,23.319,109,40,182,226.347,427.034,227.283,428.263,136.024,208,409,37,37,42.735,22.971,138.457,0.524,42.802,85014,109,-0.096,0.263,100.000,85014,211,411,127.405,26.575,1.860,0.538,0.832
99,959,110.021,24.873,93,56,190,278.084,436.344,278.627,437.738,133.782,258,417,42,39,49.092,24.872,139.021,0.673,48.010,105510,105,0.430,-0.407,100.000,105510,259,422,144.324,26.163,1.974,0.507,0.902
100,704,77.987,13.146,81,44,134,566.643,431.673,567.498,431.901,137.338,546,418,43,26,44.408,20.185,168.792,0.469,44.385,54903,77,0.642,1.109,100.000,54903,547,423,157.479,24.660,2.200,0.455,0.807
101,356,65.907,19.307,69,20,113,671.657,439.365,670.800,440.365,71.012,661,428,21,23,23.952,18.924,55.209,0.887,25.000,23463,65,0.050,-0.362,100.000,23463,662,447,36.870,19.606,1.266,0.790,0.934
102,394,30.924,7.195,32,12,56,752.680,446.706,752.488,446.696,78.426,742,433,21,27,30.320,16.545,116.698,0.805,30.232,12184,32,0.157,0.186,100.000,12184,744,434,124.216,17.070,1.833,0.546,0.926
103,649,93.103,19.471,89,24,142,395.563,461.867,396.005,462.072,126.953,381,443,31,36,39.926,20.697,121.142,0.506,39.661,60424,93,-0.532,0.707,100.000,60424,384,445,123.690,23.426,1.929,0.518,0.835
104,859,112.545,20.686,125,52,182,648.552,462.296,648.739,462.194,129.782,630,443,37,34,34.719,31.502,173.698,0.641,38.079,96676,113,0.334,0.309,100.000,96676,631,459,156.801,34.000,1.102,0.907,0.890
105,436,130.924,30.220,134,36,219,84.787,461.271,84.585,461.984,85.154,74,448,23,28,29.376,18.897,60.780,0.756,30.414,57083,134,-0.357,-0.146,100.000,57083,78,475,62.592,21.019,1.555,0.643,0.896
106,426,42.211,12.744,48,12,89,552.221,460.101,553.332,459.954,78.669,541,448,22,25,25.560,21.221,81.870,0.865,26.249,17982,40,0.446,0.464,100.000,17982,549,473,72.255,22.000,1.204,0.830,0.938
107,387,104.142,14.662,109,60,154,579.578,463.590,579.332,463.481,71.841,567,453,24,21,24.947,19.751,27.929,0.942,25.632,40303,105,-0.020,0.237,100.000,40303,567,467,20.556,20.400,1.263,0.792,0.954
108,1000,86.948,27.441,69,36,178,299.787,500.796,300.332,504.885,172.794,282,473,33,58,52.731,24.146,87.937,0.421,58.310,86948,81,0.814,0.154,100.000,86948,301,531,84.094,32.240,2.184,0.458,0.715
109,494,25.190,6.504,24,8,44,211.642,492.460,211.616,492.610,94.225,199,477,27,33,38.086,16.515,56.412,0.699,37.443,12444,24,0.086,-0.124,100.000,12444,201,509,55.886,18.135,2.306,0.434,0.903
110,2182,73.666,34.922,40,16,182,507.299,533.581,514.132,525.220,316.919,469,479,70,93,96.003,28.939,55.435,0.273,108.812,160739,73,0.488,-0.689,100.000,160739,472,569,53.973,42.730,3.317,0.301,0.666
111,1105,31.450,10.065,28,8,77,80.647,513.565,81.388,512.750,162.752,58,490,45,47,55.113,25.528,46.830,0.524,54.406,34752,32,1.021,2.203,100.000,34752,58,529,36.027,29.833,2.159,0.463,0.834
112,462,94.457,20.519,97,44,158,673.768,508.621,673.392,507.511,89.740,664,493,19,31,32.729,17.973,90.552,0.721,32.280,43639,93,0.380,-0.063,100.000,43639,669,493,106.189,19.000,1.821,0.549,0.900
113,588,106.808,24.753,93,48,190,643.906,514.454,644.451,513.724,91.841,628,503,32,23,32.563,22.991,179.516,0.876,32.388,62803,101,0.590,0.073,100.000,62803,628,512,171.119,22.856,1.416,0.706,0.948
114,830,52.333,14.312,48,20,125,335.347,539.935,335.632,538.931,118.953,314,521,39,33,36.800,28.717,17.054,0.737,39.623,43436,52,0.802,0.882,100.000,43436,314,539,169.824,32.194,1.281,0.780,0.894
115,605,77.271,19.035,69,36,146,18.968,540.171,19.164,540.854,103.983,2,524,32,31,39.409,19.547,46.849,0.703,39.623,46749,73,0.968,1.225,100.000,46749,3,553,42.955,20.870,2.016,0.496,0.895
116,482,55.469,16.415,56,28,174,781.344,541.726,780.909,542.140,82.669,769,529,25,26,28.901,21.235,49.267,0.886,30.017,26736,52,3.284,17.429,100.000,26736,775,555,60.018,21.920,1.361,0.735,0.947
117,422,126.654,31.076,97,56,190,445.254,543.886,444.152,544.719,84.326,431,530,27,26,30.227,17.776,43.789,0.746,30.017,53448,125,-0.028,-0.910,100.000,53448,436,556,60.018,19.731,1.701,0.588,0.882
118,458,94.210,18.963,89,44,158,110.469,553.168,111.206,553.127,101.397,96,540,33,22,34.787,16.763,162.856,0.560,35.847,43148,93,0.467,0.608,100.000,43148,98,541,149.859,20.473,2.075,0.482,0.843
